,State,Job,Companies,Location,Summary,Salary,Links,Post_Date
652, Karnataka,"Lead, Data Science and Analytics",Gale,"Bengaluru, Karnataka","Experience with unsupervised clustering algorithms, especially on large data sets Some experience with interactive visualization of data in Shiney, D3 or Dash…",No Salary,/rc/clk?jk=de69dae3a3b1499a&fccid=d65cf0e290d6bfe1&vjs=3,08-14-2022
653, Karnataka,"Lead, Data Science and Analytics",Gale,"Bengaluru, Karnataka","Experience with unsupervised clustering algorithms, especially on large data sets Some experience with interactive visualization of data in Shiney, D3 or Dash…",No Salary,/rc/clk?jk=de69dae3a3b1499a&fccid=d65cf0e290d6bfe1&vjs=3,08-14-2022
654, Telangana,Mid-Level ML Engineers / Data Scientist,Lyfe it solutions,"Hyderabad, Telangana","Previous experience in ML, data scientist or optimization engineer role with a large technology company. Experience processing, filtering, and presenting large…",No Salary,/company/Lyfe-it-solutions/jobs/Mid-Level-Ml-Engineer-71437fd4f20c8195?fccid=d7ff37498e1669c7&vjs=3,08-12-2022
655, West Bengal,Data Science and Business Analytics (R Programmer),Touchstone Tie-Up Pvt Ltd – Kolkata,"Kolkata, West Bengal","_Write high-quality, effective code for advanced data analysis, manipulation, and data modeling_. _Collaborate with various teams to develop data processing…","₹5,00,000 a year",/rc/clk?cmp=Touchstone-Tie--Up-Pvt-Ltd-%E2%80%93-Kolkata&ti=Data+Science+Business+Analytic&jk=ae3db83caebe6d1d&fccid=d3c49a52e1afcb89&vjs=3,08-16-2022
656, Karnataka,Senior Machine learning engineer,Qualitas Technologies,"Remote in Bengaluru, Karnataka","Joining within *- 30 days (negotiable). Job requirements include system design, interfacing and managing junior members of the team and hard core product…",No Salary,/company/Qualitas-Technologies/jobs/Senior-Machine-Learning-Engineer-48fb988886f4ed2e?fccid=2a07a9551bedb9bd&vjs=3,08-26-2022
657, Karnataka,Associate NLP Engineer,Emplay Inc,"Bengaluru, Karnataka","Strong understanding of computer science fundamentals such as algorithms, data structures and run-time analysis. Proven experience deploying ML models on cloud.","₹8,00,000 - ₹14,00,000 a year",/company/Emplay-Inc/jobs/Associate-Nlp-Engineer-37ec60042e393fd2?fccid=ff9b5814e219cbe4&vjs=3,08-10-2022
658, Uttar Pradesh,Data Science Intern,Clevered,"Remote in Noida, Uttar Pradesh","1.Candidate must have completed his/her studies. The candidate must be have Knowledge of -. Machine Learning algorithms (classification, regression, clustering,…",₹200 - ₹300 an hour,/company/Clevered/jobs/Data-Science-Intern-70b92b663efbb812?fccid=8d88f5d4f899217b&vjs=3,08-27-2022
659, Uttar Pradesh,Data Science Intern,Clevered,"Remote in Noida, Uttar Pradesh","1.Candidate must have completed his/her studies. The candidate must be have Knowledge of -. Machine Learning algorithms (classification, regression, clustering,…",No Salary,/company/Clevered/jobs/Data-Science-Intern-70b92b663efbb812?fccid=8d88f5d4f899217b&vjs=3,08-27-2022
660, Karnataka,"Manager, Data Science and Analytics",Gale,"Bengaluru, Karnataka",The candidate will be leading and managing a team of 2-5 Junior data scientists / data scientists / senior data scientists / leads.,No Salary,/rc/clk?jk=aec91ebb99c6651f&fccid=d65cf0e290d6bfe1&vjs=3,08-14-2022
661, Karnataka,Deep Learning Engineers - INTERNSHIP,Conxai Technologies GmbH,"Bengaluru, Karnataka","You will support the building of prototypes on real-world data. We are building the first NO-CODE AI PLATFORM for the construction industry, with the 3rd…",No Salary,/rc/clk?jk=2821120b9f839784&fccid=3223629b914c825f&vjs=3,08-09-2022
662, Maharashtra,Data Scientist,P. S International,"Mumbai, Maharashtra",Research and develop statistical learning models for data analysis. Collaborate with product management and engineering departments to understand company needs…,"₹4,00,000 - ₹6,00,000 a year",/company/P.-S-International/jobs/Data-Scientist-8490bc73ab6b53da?fccid=8e0910c65b0f554c&vjs=3,08-12-2022
663, Tamil Nadu,Manager - Product Analytics,freshworks,"Chennai, Tamil Nadu","Ensure that data and analysis is presented in a format that is appropriate for a varied audience using data visualization, dashboards, or other methods.",No Salary,/rc/clk?jk=6ece4102c8f291bc&fccid=37f39930e85bec2a&vjs=3,08-13-2022
664,Remote,Remote Staff Machine Learning Engineer (USD Compensation),Turing,Remote,Only candidates with 10+ years of software development experience are eligible for this role.*. Elite U.S. jobs that provide higher salaries than local…,No Salary,/company/Turing/jobs/Staff-Machine-Learning-Engineer-dbea54321d185dae?fccid=9e91ba2e9cfc16b4&vjs=3,08-11-2022
665,Remote,Remote Staff Machine Learning Engineer (USD Compensation),Turing,Remote,Only candidates with 10+ years of software development experience are eligible for this role.*. Elite U.S. jobs that provide higher salaries than local…,No Salary,/company/Turing/jobs/Staff-Machine-Learning-Engineer-dbea54321d185dae?fccid=9e91ba2e9cfc16b4&vjs=3,08-11-2022
666,Remote,Remote Staff Machine Learning Engineer (USD Compensation),Turing,Remote,Only candidates with 10+ years of software development experience are eligible for this role.*. Elite U.S. jobs that provide higher salaries than local…,No Salary,/company/Turing/jobs/Staff-Machine-Learning-Engineer-dbea54321d185dae?fccid=9e91ba2e9cfc16b4&vjs=3,08-11-2022
667, Karnataka,Data Scientist,Connectpro Management Consultants,"Bengaluru, Karnataka",From 10 to 15 year(s) of experience. Functional Area:Data Science & Analytics. Role Category:Data Science & Machine Learning.,"₹30,00,000 - ₹45,00,000 a year",/rc/clk?jk=73234bbf9884527c&fccid=5e0d112332d48852&vjs=3,08-11-2022
668, Assam,Software Developer: Machine Learning Engineer,Muskvinda Technosages Pvt Ltd,"Dispur, Assam","Robotics, Python, Computer Vision, Algorithms – ML, Relational DB, Linux. Should be very Well-versed in python with a good knowledge of Tensorflow, NumPy,…","₹10,000 - ₹15,000 a month",/company/Muskvinda-Technosages/jobs/Software-Developer-102cb055dfe1ae5b?fccid=bde205c050ed04f7&vjs=3,08-21-2022
669, Maharashtra+3 locations,CIEL/SEL/28116: Data Scientist,CIEL HR Services,"Pune, Maharashtra+3 locations","You can utilize all kinds of data sources, such as relational databases via SQL, non-relational databases, and any kind of web interface providing structured…",No Salary,/rc/clk?jk=57f24be2ef5f6d52&fccid=2b1e42f645eeaf1e&vjs=3,08-12-2022
670, Tamil Nadu,Deep Learning Engineer,Client of P. S International HR Consultants,"Chennai, Tamil Nadu","Experienced in hyperparameter tuning, data augmentation, data wrangling, model optimization, and model deployment. Total work: 1 year (Preferred).","₹4,00,000 - ₹6,00,000 a year",/company/P.-S-International/jobs/Deep-Learning-Engineer-6e6e55beca97d013?fccid=8e0910c65b0f554c&vjs=3,08-14-2022
671, Tamil Nadu,Deep Learning Engineer,Client of P. S International HR Consultants,"Chennai, Tamil Nadu","Experienced in hyperparameter tuning, data augmentation, data wrangling, model optimization, and model deployment. Total work: 1 year (Preferred).",No Salary,/company/P.-S-International/jobs/Deep-Learning-Engineer-6e6e55beca97d013?fccid=8e0910c65b0f554c&vjs=3,08-14-2022
672,India,AI/ML Developer,OpenEyes Technologies,India,Study and transform data science prototypes. Convert machine learning models into APIs for applications accessibility. Train and retrain systems when necessary.,No Salary,/rc/clk?jk=2c2426751d75f3e5&fccid=49c1728c8e9d5dbb&vjs=3,08-11-2022
673,Remote,Remote Senior Machine Learning Engineer (Python and C++),Turing,Remote,Establishing the infrastructure for preparing data and production-grade data pipelines for text-video training. Experience in Python or C++.,No Salary,/company/Turing/jobs/Senior-Machine-Learning-Engineer-0096fcce19a9f161?fccid=9e91ba2e9cfc16b4&vjs=3,08-16-2022
674, Karnataka,Python Programming Language Data Science Practitioner,Accenture,"Bengaluru, Karnataka","Project Role Description :Manage, architect and analyze big data in order to build data driven insights and high impact data models.",No Salary,/rc/clk?jk=067b9924097a1797&fccid=a4e4e2eaf26690c9&vjs=3,08-03-2022
675, Karnataka,AI Architect,Infosys Limited,"Bengaluru, Karnataka","A comprehensive understanding of the principles and best practices behind data engineering, and the supporting technologies such as RDBMS, NoSQL, Cache & In…",No Salary,/rc/clk?jk=33c73a2132916cab&fccid=c67533a523c83a4c&vjs=3,08-03-2022
676, Karnataka,Data scientist,Honeywell,"Bengaluru, Karnataka",Mine and analyze data from company databases to drive optimization and improvement of data quality. Enhancing data quality using AI/ML based approaches.,No Salary,/rc/clk?jk=d27f39a6a619b942&fccid=50208b5bf45ee3b8&vjs=3,08-03-2022
677, Karnataka,Data scientist,Honeywell,"Bengaluru, Karnataka",Mine and analyze data from company databases to drive optimization and improvement of data quality. Enhancing data quality using AI/ML based approaches.,No Salary,/rc/clk?jk=d27f39a6a619b942&fccid=50208b5bf45ee3b8&vjs=3,08-03-2022
678, Maharashtra,Machine Learning Engineer,Botways Tech,"Wakad, Pune, Maharashtra","Select appropriate datasets and data representation methods. Understanding of Data structures, data modeling and software architecture.",No Salary,/rc/clk?jk=83c5d8b81184dc41&fccid=5dc984055144a551&vjs=3,08-05-2022
679, Karnataka,Data Scientist,AIEnterprise,"Bengaluru, Karnataka",Experience writing SQL codes for data exploration. Experience or willingness to learn tools to create data pipelines using Airflow.,No Salary,/rc/clk?jk=d11c36503cc26496&fccid=89fc9bfba1bf23b7&vjs=3,08-01-2022
680, Karnataka,Data Science-Consultant - Operation Research,Encore Theme,"Bengaluru, Karnataka","You should be able to build a custom Function Module with medium complexity program logic. Minimum work experience: 5 - 8 YEARS ""As a Consultant, you should…",No Salary,/rc/clk?jk=4a8c7d96b4c02481&fccid=68467f8543d168c0&vjs=3,08-03-2022
681, Karnataka,Risk - CCB - Fraud Risk (Data Science) - Associate,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka","Perform ad-hoc exploratory statistics and data mining tasks on diverse datasets from small scale to ""big data"".",No Salary,/rc/clk?jk=b39d0675550a246f&fccid=aaf3b433897ea465&vjs=3,08-05-2022
682, Karnataka,Data science engineer - PULSE,CGI Inc,"Bengaluru, Karnataka","Experience in data processing using traditional and distributed systems (e.g MongoDB, Airflow). Master’s degree in Computer Science, related technical field or…",No Salary,/rc/clk?jk=54c862f05ed58002&fccid=43a69183767d4301&vjs=3,08-06-2022
683, Karnataka,Data science engineer - PULSE,CGI Inc,"Bengaluru, Karnataka","Experience in data processing using traditional and distributed systems (e.g MongoDB, Airflow). Master’s degree in Computer Science, related technical field or…",No Salary,/rc/clk?jk=54c862f05ed58002&fccid=43a69183767d4301&vjs=3,08-06-2022
684, Karnataka+1 location,Applied Scientist II,AISPL - Tamil Nadu,"Bengaluru, Karnataka+1 location","PhD in Electrical Engineering, Computer Science, Mathematics or Physics with specialization in speech recognition, natural language processing, machine…",No Salary,/rc/clk?jk=873560bd6b0b18cb&fccid=fe2d21eef233e94a&vjs=3,08-02-2022
685, Karnataka,Associate - Machine Learning Engineer,EY,"Bengaluru, Karnataka",Experience with data wrangling techniques preprocessing and post processing requirements for ML solutions. Executes relevant data wrangling activities related…,No Salary,/rc/clk?jk=a9359a86aa14479a&fccid=1544766d4c2915b0&vjs=3,08-04-2022
686, Karnataka,AI Architect,IBM,"Bengaluru, Karnataka","Proven ability in solutioning covering data ingestion, data cleansing, ETL, data mart creation and exposing data for consumers.",No Salary,/rc/clk?jk=25401a53e600d43f&fccid=de71a49b535e21cb&vjs=3,08-07-2022
687, Karnataka,Data Scientist,Fusemachines,"Bengaluru, Karnataka","Design, develop and optimize data pipelines to support analytics products - using AzureML, PySpark and other Python libraries. MLOps experience is a plus.",No Salary,/rc/clk?jk=8cf3461be49030a2&fccid=b711a2a28448b767&vjs=3,08-04-2022
688, Haryana+3 locations,Associate Consultant - Tech Consulting - National - Data & A...,EY,"Gurgaon, Haryana+3 locations","Data Migration (Big Data activities) - Analyze data in existing data warehouse, understand target data model, develop scripts to move data from the existing…",No Salary,/rc/clk?jk=c5e3029d457f739a&fccid=1544766d4c2915b0&vjs=3,08-06-2022
689, Haryana+3 locations,Associate Consultant - Tech Consulting - National - Data & A...,EY,"Gurgaon, Haryana+3 locations","Data Migration (Big Data activities) - Analyze data in existing data warehouse, understand target data model, develop scripts to move data from the existing…",No Salary,/rc/clk?jk=c5e3029d457f739a&fccid=1544766d4c2915b0&vjs=3,08-06-2022
690, Karnataka+1 location,Data Scientist,Simpplr,"Bengaluru, Karnataka+1 location","Develop scalable algorithms using NLP, Deep Learning that work well with high volumes of structured and unstructured data.",No Salary,/rc/clk?jk=7beaa8f69035f834&fccid=598d65d7db19fd4d&vjs=3,08-02-2022
691, Karnataka,"Analyst II, Global HR Data Analytics",Harman International,"Bengaluru, Karnataka",Participate in Prism data model design. Knowledge and understanding of data manipulation is essential. Concisely summarize data to create compelling analyses…,No Salary,/rc/clk?jk=4664ca1f745acf19&fccid=4faf342d2307e9ed&vjs=3,08-01-2022
692, Maharashtra+1 location,Data Scientist,Siemens,"Pune, Maharashtra+1 location",5+ years of experience in data scientist role. You will be part of Siemens Advanta/Energy team with long time experience in collecting operational data of power…,No Salary,/rc/clk?jk=21049693b66ba21e&fccid=ea6bb53f0b18b8f2&vjs=3,08-06-2022
693, Kerala,AI/ML Architect,EY,"Thiruvananthapuram, Kerala","Gathers data on implementation outcomes. Follows standards, processes and methodologies to develop each phase of data architecture (e.g., data manipulating…",No Salary,/rc/clk?jk=6e5ebcd8d29cf185&fccid=1544766d4c2915b0&vjs=3,08-07-2022
694, Telangana,Data Scientist,CognitiveCare,"Remote in Hyderabad, Telangana",Setting up data infrastructure to store and analyze data for getting information and insights from data to find answers to specific questions.,No Salary,/rc/clk?jk=15ae477c0c20a92f&fccid=c63acafb46099a4e&vjs=3,08-02-2022
695, Telangana,Data Scientist,CognitiveCare,"Remote in Hyderabad, Telangana",Setting up data infrastructure to store and analyze data for getting information and insights from data to find answers to specific questions.,No Salary,/rc/clk?jk=15ae477c0c20a92f&fccid=c63acafb46099a4e&vjs=3,08-02-2022
696, Delhi,Data Scientist,RazorGroup,"Delhi, Delhi","You developing quantitative models, leveraging machine learning and advanced data analysis techniques to. Dealing with evolving and complex data schemas is a…",No Salary,/rc/clk?jk=25053ff05731ca73&fccid=8aea627ebf4bbb2f&vjs=3,08-02-2022
697, Karnataka,Data Scientist,IBM,"Bengaluru, Karnataka","Expertise in Deep data and analytics. Enhance performance by applying advanced mathematical modeling, data analytics, optimization, and machine learning…",No Salary,/rc/clk?jk=2dd2b9850643086f&fccid=de71a49b535e21cb&vjs=3,08-02-2022
